Language,Tagalog,Wolof,Baure,Isthmus Zapotec,Somali,Kikuyu; Gikuyu,Croatian,Bakhtiari,Choctaw,Marathi,Nepal Bhasa; Newari,Amharic,Tamil,Bavarian,Võro,Abkhazian,Alviri-Vidari,Cebuano,Nganasan,Telugu,Aragonese,Central Kurdish,Swiss German; Alemannic; Alsatian,Luo (Kenya and Tanzania),Finnish,Bodo (India),Uighur; Uyghur,Papiamento,Rohingya,Gaelic; Scottish Gaelic,Malayalam,Thai,Walloon,Gujarati,Kis,Nanai,Chamicuro,Scots,French,Uab Meto,uranik kathava,Pedi; Sepedi; Northern Sotho,Achinese,Lithuanian,Dogrib,Kashmiri,Urdu,Ama (Papua New Guinea),Banjar,Masai,Catalan; Valencian,Votic,Tonga (Tonga Islands),Hakka Chinese,Nauru,Bashkir,Ingush,Cheyenne,Bulgarian,Erzya,Central Melanau,Prussian,Krio,Waray,Welsh,Ewe,Moroccan Arabic,Kildin Sami,Tuvinian,Tok Pisin,San Blas Kuna,"Low German; Low Saxon; German, Low; Saxon, Low",Ganda,Manx,Tuvalu,Chinese,purank kania,Lule Sami,pauranik varta,Cornish,Wu Chinese,Czech,Ket,Sranan Tongo,Iloko,Shona,Tahitian,Bengali,Western Frisian,Western Apache,Komi-Permyak,Northern Frisian,Potawatomi,Mazanderani,Hebrew,Pitcairn-Norfolk,"Greek, Ancient (to 1453)",Northern Sami,Tachelhit,"Sotho, Southern",Chamorro,Macedonian,Rapanui,Ladin,Koryak,Gheg Albanian,Dolgan,pouraniko kahani,Fijian,Eshtehardi,Minangkabau,Swedish,Archi,Gallurese Sardinian,Kabyle,Gagauz,Karachay-Balkar,Pali,Georgian,Slovak,Navajo; Navaho,Kalo Finnish Romani,Standard Malay,Venda,Russian,puranik kahania,Latgalian,Sichuan Yi; Nuosu,onjomnosk,pouranik kahini,Nogai,Moksha,Dongxiang,Hungarian,Algonquin,Classical Syriac,Bau Bidayuh,Hopi,Albanian,Kannada,Kara-Kalpak,Nenets,Central Atlas Tamazight,Laz,Esperanto,Pennsylvania German,Central Khmer,Lombard,Romansh,Chechen,pauranik akhyayika,Malay (macrolanguage),Gan Chinese,Mandarin Chinese,pauranikakathasamuhah,Danish,Kölsch,Vlaams,Silesian,Kalmyk; Oirat,Tatar,Lak,Divehi; Dhivehi; Maldivian,Shor,Dzongkha,Ingrian,Aleut,Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic,Unnamed: 168,Cherokee,Russia Buriat,Japanese,Tohono O'odham,khristpurb,Mandinka,Haitian; Haitian Creole,Tai Dam,Sundanese,Lezghian,Romagnol,Mócheno,Khakas,Turkmen,Ainu,Indonesian,Turkish,Fiji Hindi,Borôro,Basque,Sanskrit,Talysh,Coptic,puraniki,Burmese,Gilbertese,Manchu,Central Okinawan,Oriya,Standard Arabic,Khoekhoe,Kalaallisut; Greenlandic,Limburgan; Limburger; Limburgish,Wymysorys,Tigrinya,Western Abnaki,Neapolitan,!Xóõ,Mongolian,Ngarrindjeri,Pacific Gulf Yupik,Lower Sorbian,Abaza,Yakut,Hiligaynon,Persian,Ladino,Innu,Lakota,Dakota,German,Jamaican Creole English,Lao,Min Dong Chinese,Mirandese,Chichewa; Chewa; Nyanja,"Bokmål, Norwegian; Norwegian Bokmål",Hausa,Aguaruna,Ligurian,Irish,Maltese,pauranikakathe,Romanian,Tswana,Kinyarwanda,Mingrelian,Sinhala; Sinhalese,Meru,English,Sassarese Sardinian,Warlpiri,Kashubian,Kazakh,puranik kanyo,Venetian,Javanese,Northern Tiwa,Faroese,Galician,pauranika-kathe,Breton,Icelandic,Lushai,Alabama,Powhatan,Belarusian,Western Mari,pauranika kathe,Crimean Tatar; Crimean Turkish,Corsican,Lingala,Armenian,Evenki,Upper Sorbian,Veps,Guerrero Amuzgo,Dutch,Chuvash,Latin,Asturian; Bable; Leonese; Asturleonese,Seri,Hawaiian,Pangasinan,Polish,Inari Sami,Tetum,Adyghe; Adygei,Zulu,Chinook jargon,Buginese,Italian,Panjabi; Punjabi,Assamese,Pampanga; Kapampangan,Egyptian Arabic,Arpitan,Udmurt,Santali,Kirghiz; Kyrgyz,Kamba,Ukrainian,Slovenian,Kabardian,Kumyk,kristapurva,Nepali,Sindhi,Piemontese,Guadeloupean Creole French,Madurese,Extremaduran,Dungan,Pitjantjatjara,Manipuri,Central Yupik,Yue Chinese,Skolt Sami,Modern Greek (1453-),Avestan,Bambara,Bishnupriya,Friulian,pauraniki,Aromanian; Arumanian; Macedo-Romanian,Samogitian,Portuguese,Tibetan,Afrikaans,Miyako,Xhosa,Vietnamese,Northern Kurdish,Avaric,Sicilian,pouraniko kotha,Occitan (post 1500); Provençal,Tajik,Liv,Ossetian; Ossetic,Rusyn,pauranika,Balinese,Korean,Central Bikol,Samoan,"Norwegian Nynorsk; Nynorsk, Norwegian",Konkani,Saterfriesisch,Logudorese Sardinian,Eastern Mari,Yucateco,Luxembourgish; Letzeburgesch,Spanish; Castilian,Bislama,Karelian,Igbo,Mi'kmaq; Micmac,Southern Altai,Swati,Maori,Hindi,Western Panjabi,Pipil,Campidanese Sardinian,Udi,Yoruba
Nepali,160,21,0,0,49,4,322,0,0,790,27,45,813,28,16,19,0,60,0,3441,84,46,35,5,408,2078,24,98,40,114,2824,269,77,11805,0,0,5,70,591,0,0,49,2,157,0,1352,2007,0,4,0,426,3,21,3,2,54,0,0,207,48,5,8,3,18,152,29,3,12,27,46,0,72,16,64,15,17,0,0,0,81,0,265,0,1,39,4,16,6378,148,0,21,35,0,18,82,5,31,38,0,44,32,239,0,15,0,0,0,0,23,1,0,245,1,1,27,32,20,4,153,254,11,2,317,1,365,0,6,0,0,0,18,52,0,245,0,2,1,0,155,7262,16,11,1,1,304,18,78,52,132,50,0,393,2,28,0,254,50,30,6,18,77,13,30,2,4,1,0,31,7,11,25,382,0,0,0,82,0,30,28,0,3,26,119,3,419,267,5,0,300,7507,2,14,0,49,10,0,2,6787,188,0,20,84,2,19,0,44,0,124,0,0,71,11,34,21,146,12,0,3,0,404,25,40,0,14,1,248,45,0,41,157,163,0,399,78,22,4,89,5,774,1,0,27,107,0,74,53,3,154,249,0,138,192,4,2,0,186,15,0,51,52,60,173,25,74,18,0,468,30,183,197,1,56,2,321,4,25,13,92,0,1,422,7083,6711,18,33,22,29,10,108,3,213,336,11,34,0,6842,24,37,5,0,15,1,0,552,1,6,7,170,3,31,11,99,0,57,23,617,7,208,0,65,64,110,24,117,0,168,120,19,57,22,0,0,143,18,31,154,4443,35,3,64,1,116,385,17,10,12,0,25,7,50,1802,15,0,8,5,56
Sindhi,13,6,0,0,21,1,19,2,0,24,0,7,9,3,0,1,1,7,0,11,11,11,8,0,17,17,5,10,1,9,15,2,12,32,0,0,0,6,22,0,0,2,0,13,0,25,43,0,1,1,23,1,5,0,1,8,0,0,17,0,0,2,0,2,11,6,2,6,7,8,0,7,5,3,7,0,0,0,0,2,0,17,0,0,10,1,4,24,16,0,6,10,0,7,5,0,7,2,0,4,9,13,0,8,0,0,0,0,6,1,0,16,0,0,11,8,6,0,9,22,0,0,18,0,16,0,0,0,0,0,1,3,0,20,0,0,0,0,11,16,6,6,1,0,20,5,1,8,16,14,0,15,1,1,0,18,9,6,0,0,23,7,6,0,0,1,0,11,0,2,6,6,0,0,0,7,0,8,7,0,0,6,19,0,26,19,1,0,12,9,3,6,0,7,2,0,0,23,27,0,6,7,0,8,0,14,0,7,0,0,12,3,0,2,4,1,0,0,0,21,7,1,0,2,2,16,23,0,11,10,18,0,17,4,7,2,1,2,22,0,0,1,7,0,14,15,0,17,17,0,9,23,0,1,0,7,6,0,8,11,16,12,6,13,0,0,20,1,12,13,0,6,0,15,1,6,6,17,0,1,21,36,20,6,4,6,6,0,16,0,9,17,6,7,0,24,2,8,1,0,6,0,0,10,0,0,1,13,0,6,0,13,0,8,0,25,0,17,1,16,1,17,6,11,0,11,18,6,13,4,0,0,3,2,6,12,23,7,0,7,0,12,28,7,1,5,0,6,2,9,35,9,0,3,3,12
Piemontese,68,18,0,0,33,7,127,2,4,38,3,12,18,31,15,7,2,40,0,25,106,8,29,7,82,30,4,73,3,35,32,21,52,41,0,0,0,45,205,0,0,13,1,91,0,25,32,0,3,1,189,1,13,0,2,29,0,0,111,17,2,7,0,19,67,14,4,10,19,21,0,31,9,23,10,0,0,0,0,48,0,112,0,4,39,2,7,36,71,0,13,24,0,5,20,3,25,27,0,13,28,77,0,37,0,0,0,0,9,2,0,145,2,0,22,10,16,0,55,144,2,2,87,0,109,0,3,0,0,0,5,26,0,110,0,1,0,0,95,33,14,12,3,2,194,10,6,47,79,34,0,66,2,4,0,139,27,39,12,7,36,9,8,2,0,0,0,29,1,2,17,52,0,0,0,55,0,22,16,1,0,14,46,0,98,85,5,0,101,18,4,11,0,10,5,0,0,32,39,0,11,66,4,12,0,115,0,22,0,0,40,7,24,24,12,7,0,1,0,172,20,1,0,14,3,131,27,0,68,57,95,0,165,16,9,5,1,8,156,0,0,21,45,0,95,36,8,56,172,0,95,71,0,2,0,68,12,0,31,69,23,37,13,44,8,2,148,22,135,145,0,18,3,123,1,19,11,24,0,2,218,36,28,22,3,22,20,0,38,7,94,152,12,17,0,37,8,40,0,0,18,0,0,19,0,0,1,80,0,16,1,91,0,36,17,239,0,111,2,24,18,53,16,150,0,140,36,13,35,16,0,0,24,6,19,64,32,23,8,35,0,65,224,17,1,11,0,13,5,29,47,10,0,17,5,39
Guadeloupean Creole French,3,0,0,0,1,0,7,0,0,2,0,0,2,1,2,1,0,3,0,0,4,0,1,0,5,2,1,1,0,4,2,0,4,4,1,1,0,3,12,0,0,2,0,2,0,2,3,0,0,0,9,1,2,0,0,1,0,0,4,0,1,1,1,0,4,0,0,0,0,1,0,0,2,1,3,0,0,0,0,4,0,6,3,1,3,1,2,2,7,0,0,0,0,0,2,0,2,1,0,0,3,6,3,1,0,0,0,0,2,0,1,5,1,0,0,0,1,0,3,2,1,0,3,0,4,0,1,0,0,0,0,0,0,7,0,0,0,1,2,2,0,0,0,0,8,0,0,1,2,0,0,2,0,1,0,5,5,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,11,0,1,0,0,0,1,2,0,2,3,0,0,4,0,0,0,0,0,1,2,1,3,1,4,0,3,0,0,0,2,0,0,0,0,1,0,1,1,1,1,0,1,0,9,0,1,0,0,0,5,2,0,0,4,2,0,7,2,0,0,0,0,9,0,0,2,1,0,2,3,0,3,4,0,4,3,0,0,0,3,0,0,1,1,2,0,0,0,2,0,6,0,7,6,1,3,3,4,1,1,0,2,1,0,5,3,0,1,0,1,0,0,2,0,3,8,0,0,0,5,1,0,0,0,1,0,0,2,0,0,1,3,0,0,0,4,0,4,1,9,0,5,1,1,1,2,0,4,0,3,0,3,0,2,0,1,0,1,1,5,3,0,0,1,0,4,8,0,3,1,0,1,1,3,6,0,0,0,1,2
Madurese,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremaduran,22,9,0,0,15,2,30,0,1,15,1,9,11,11,3,5,0,21,0,15,32,0,15,1,19,23,3,27,1,6,15,4,22,18,0,0,0,19,48,0,0,8,0,12,0,17,15,0,0,1,51,2,9,0,1,15,0,0,29,5,0,2,0,9,15,8,0,9,12,14,0,19,9,4,10,1,0,0,0,10,0,25,0,0,20,1,7,18,19,0,10,14,0,2,5,3,15,9,0,0,17,27,0,14,0,0,0,0,8,0,0,36,0,0,17,10,12,1,17,28,0,1,32,0,33,0,3,0,0,0,0,11,0,28,0,0,0,0,22,18,12,9,0,1,37,9,1,18,31,17,0,30,2,2,0,34,6,10,4,3,25,10,5,0,0,0,0,13,1,1,12,14,0,0,0,21,0,15,12,1,0,9,17,0,43,16,3,0,27,2,0,6,0,9,4,0,0,19,14,0,10,19,0,8,0,24,0,3,0,0,17,5,6,10,3,7,0,0,0,41,13,0,0,9,1,36,20,0,26,11,24,0,42,4,0,2,2,3,47,0,0,4,17,0,27,21,1,18,40,0,15,16,0,2,0,12,9,0,12,26,12,13,9,18,1,0,40,5,37,42,0,12,1,29,0,14,9,17,0,2,44,23,18,14,1,14,10,0,20,1,17,37,11,9,0,15,6,18,1,0,4,0,0,12,0,0,0,35,0,9,0,20,0,15,7,64,0,23,0,18,1,17,12,34,0,41,18,11,15,10,0,0,4,5,12,17,21,13,2,16,0,22,58,11,0,7,0,9,1,16,18,9,0,4,5,12
Dungan,3,0,0,0,0,0,5,0,0,2,0,0,2,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,3,4,0,2,0,0,0,3,3,0,0,0,0,1,0,1,4,0,0,0,2,0,0,3,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,3,0,1,1,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1,4,0,0,0,0,0,2,0,2,1,0,1,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,4,1,0,3,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,1,1,1,4,1,0,5,0,11,0,2,0,0,0,0,2,0,1,0,0,0,0,1,5,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,2,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,1,1,0,0,0,0,4,0,3,3,0,0,2,0,0,1,2,4,0,3,3,0,0,1,1,4,0,0,1,2,0,1,0,0,2,2,0,0,2,0,0,0,3,0,0,1,0,0,4,0,1,0,0,9,1,2,3,0,1,0,5,0,1,0,2,1,0,3,4,2,0,0,0,1,0,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,1,0,3,0,5,2,1,5,1,0,2,0,2,2,3,2,0,0,0,2,0,1,2,1,0,0,0,0,3,2,0,1,0,0,0,0,2,4,0,0,0,0,0
Pitjantjatjara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Manipuri,75,13,0,0,29,4,223,0,0,132,9,21,233,11,6,6,0,33,0,370,37,18,22,1,302,638,10,67,11,53,387,202,36,848,0,0,5,29,390,0,0,46,1,121,0,470,550,0,1,0,306,0,14,0,0,30,0,0,148,28,3,2,1,11,87,19,1,11,16,29,0,33,13,32,12,10,0,0,0,40,0,172,1,1,24,3,11,689,64,0,12,19,0,6,46,2,18,21,0,19,22,138,0,15,0,0,0,0,12,0,0,190,0,1,17,15,13,1,92,192,6,1,182,1,239,0,0,0,0,0,5,36,0,149,0,0,0,0,97,516,11,10,0,0,215,9,25,29,65,25,0,259,4,15,0,181,27,18,2,4,47,14,18,1,0,0,0,15,2,6,12,279,0,0,0,51,0,22,19,0,0,15,71,2,264,162,5,0,221,195,1,5,0,34,9,0,1,650,83,0,16,38,1,11,1,33,0,66,0,0,32,7,17,17,70,7,0,1,0,274,15,15,0,2,1,169,29,0,29,98,94,0,309,71,9,3,21,2,518,2,0,7,66,0,35,32,0,79,174,0,61,107,0,3,0,115,13,0,30,28,25,93,15,32,6,0,298,15,89,115,1,31,1,242,2,12,11,46,0,2,291,741,697,11,8,11,15,5,57,2,129,231,10,19,0,552,10,19,2,0,12,1,0,88,1,2,5,121,0,25,2,41,0,22,6,388,2,118,0,56,43,53,14,63,0,99,61,16,36,11,0,0,86,10,16,111,525,17,7,47,0,69,260,14,0,11,0,15,1,30,280,16,0,9,5,35
Central Yupik,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,2,0,1,1,1,0,2,0,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,2,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,2,1,0,0,0,0,0,1,0,7,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,2,1,1,0,0,0,3,0,0,0,3,0,1,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,1,0,0,2,1,0,1,0,1,1,0,1,0,0,0,2,0,0,1,1,0,0,2,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0
Yue Chinese,7,0,0,0,0,0,18,0,0,11,1,0,4,1,1,0,0,1,0,11,2,1,2,0,29,2,0,5,1,2,8,14,0,12,0,1,0,1,35,0,0,3,0,11,0,4,7,0,0,0,15,0,0,967,0,3,0,0,10,2,0,0,0,1,4,0,0,0,0,4,0,2,0,3,0,350,0,0,0,1,13,19,1,0,0,2,0,7,3,0,0,0,0,0,7,0,1,4,0,1,3,6,1,1,0,0,0,0,0,0,0,16,0,1,0,0,1,0,8,17,1,0,22,0,32,0,0,0,0,0,0,3,0,16,0,0,0,0,3,9,0,0,0,0,17,1,4,0,2,1,0,20,17,1252,0,15,1,0,0,0,4,0,0,0,0,0,0,1,249,0,0,366,0,0,0,1,0,0,0,0,0,0,3,0,22,19,1,0,11,5,0,0,0,7,0,1,3,10,12,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,2,0,0,0,0,35,0,3,3,0,0,13,0,0,1,5,6,0,20,4,1,0,2,0,47,1,0,1,3,0,1,1,0,1,14,0,3,11,0,0,0,13,0,0,1,0,0,6,2,0,0,0,24,1,8,8,0,3,0,37,0,0,0,1,0,0,19,7,3,0,0,1,0,0,3,0,19,12,0,0,0,6,0,0,0,0,0,2,0,2,1,98,0,4,0,2,0,0,0,0,2,25,0,10,1,1,81,6,0,3,0,5,5,1,2,0,0,0,125,0,1,6,9,0,1,4,0,1,22,1,0,0,0,0,0,3,15,0,0,1,0,0
Skolt Sami,3,0,0,0,1,0,27,0,0,2,0,1,5,2,1,1,0,2,1,4,3,3,1,0,26,8,4,6,2,9,6,7,4,10,1,1,2,5,27,0,0,3,0,10,0,6,12,0,0,0,19,3,1,0,0,6,0,0,22,5,0,0,0,0,12,1,0,4,3,6,0,2,3,7,1,0,0,3,0,7,0,21,1,0,3,1,1,8,9,0,2,1,0,0,2,0,2,30,1,3,6,22,1,0,0,0,1,0,1,0,0,20,1,0,0,1,2,0,9,19,2,0,13,0,35,0,0,0,0,0,1,4,0,20,0,0,0,1,14,9,1,2,1,0,17,0,1,0,6,1,0,16,0,3,0,26,4,1,2,1,3,0,0,2,0,1,0,8,0,0,2,15,0,0,0,4,0,0,1,0,1,5,11,0,16,15,0,0,15,3,0,0,0,0,0,1,1,8,12,1,1,3,1,0,0,3,0,2,0,0,6,0,5,3,5,1,0,0,0,31,1,2,0,1,0,20,2,0,2,12,8,0,17,5,1,0,4,0,26,0,0,5,10,0,3,0,0,15,16,0,14,18,0,0,0,20,0,0,9,1,1,10,2,4,2,0,29,5,11,11,1,3,0,26,34,1,0,2,0,0,20,10,7,0,2,0,2,0,8,0,34,27,0,3,0,7,1,1,1,0,0,0,0,5,0,0,4,12,0,2,0,6,0,7,1,27,0,12,1,2,5,6,0,10,0,15,8,1,4,5,0,0,7,0,0,17,6,2,0,2,0,10,20,0,5,0,0,4,0,3,7,0,1,0,2,3
Modern Greek (1453-),264,28,1,0,47,5,1962,0,1,141,8,38,130,36,36,29,0,101,0,118,196,42,52,5,2483,159,16,182,8,166,166,332,120,352,1,1,6,103,3433,0,0,126,1,759,1,191,264,0,2,1,3132,7,29,0,2,90,1,0,776,74,2,12,0,39,319,30,2,23,41,61,0,94,29,143,25,16,0,0,0,94,0,1367,7,13,68,9,21,268,235,0,32,41,0,8,180,5,410,71,0,40,71,580,5,44,0,4,0,0,26,0,2,1198,1,5,36,34,35,2,275,1953,14,2,747,2,1307,0,17,0,0,0,14,78,0,1543,0,5,0,1,536,169,32,19,1,6,1424,19,47,82,192,63,0,872,4,117,0,994,50,35,13,18,97,23,16,1,4,2,1,54,4,4,35,778,0,0,0,148,0,48,45,4,1,34,172,1,1141,818,9,0,1322,72,1,25,0,44,16,3,1,259,287,7,37,123,10,19,3,115,0,273,0,0,121,14,81,35,165,10,0,3,0,2298,33,93,1,22,3,928,61,0,92,349,315,0,2491,166,12,8,29,9,4716,5,0,54,273,0,114,92,5,215,1117,0,225,371,0,4,0,504,22,0,87,110,50,295,30,105,23,0,1668,67,670,666,2,73,9,1846,3,39,21,73,3,3,2596,318,178,27,16,26,43,1,148,3,748,2370,22,42,0,170,13,80,3,1,35,2,0,121,2,4,12,746,0,40,2,152,0,118,57,2977,4,488,2,85,171,173,42,275,0,515,150,39,116,47,0,2,223,9,46,411,240,50,16,236,2,229,3275,27,9,19,1,33,3,74,296,22,0,21,13,78
Avestan,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,3,1,0,7,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Bambara,28,29,0,0,25,3,44,0,0,20,4,10,26,8,3,0,0,15,0,24,22,4,9,4,35,35,6,39,5,10,28,21,12,36,0,0,2,13,68,0,0,5,1,21,0,31,33,0,0,1,53,1,8,0,2,12,0,0,30,8,0,4,0,7,24,10,2,8,9,22,0,16,13,10,10,1,0,0,0,13,0,40,0,2,19,9,8,33,26,0,8,10,0,2,17,2,12,13,0,5,16,34,0,9,0,0,0,0,8,0,0,41,0,0,18,10,10,1,24,43,1,1,43,1,46,0,0,0,0,0,0,9,0,38,0,0,0,0,28,35,9,8,0,0,44,4,5,10,22,17,0,50,4,4,0,36,9,9,1,0,20,8,4,0,0,0,0,9,1,1,8,32,0,0,2,24,0,12,10,0,0,8,21,0,55,40,6,0,38,3,0,4,0,14,5,0,0,35,28,0,9,17,1,8,2,17,0,14,0,0,18,3,3,7,13,4,0,0,0,53,15,2,0,1,0,39,32,0,22,24,31,0,60,10,12,4,2,6,72,0,0,4,17,0,23,16,0,24,41,0,28,34,1,2,0,20,8,0,14,15,12,21,8,18,0,0,49,2,36,34,0,17,1,40,1,11,8,18,0,3,51,34,33,9,2,10,9,0,17,4,29,48,8,9,0,31,6,16,0,0,9,0,0,25,1,2,2,40,0,26,0,19,0,11,2,68,0,34,0,16,15,32,8,26,0,34,21,10,15,8,0,0,17,7,8,23,37,8,4,15,1,23,57,9,0,11,0,8,2,20,34,9,0,3,3,18
